qseqid,sseqid,pident,length,similarity_score,uniprot_id
sp|Q14498|RBM39_HUMAN,2KRR_A,25.333,34,8.61322,Q14498
sp|Q14498|RBM39_HUMAN,2KRR_A,37.736,34,12.83024,Q14498
sp|Q14498|RBM39_HUMAN,2KRR_A,30.667,34,10.42678,Q14498
sp|Q14498|RBM39_HUMAN,1NO8_A,33.766,15,5.0649,Q14498
sp|Q14498|RBM39_HUMAN,1D9A_A,35.484,25,8.871,Q14498
sp|Q14498|RBM39_HUMAN,1D9A_A,28.0,25,7.0,Q14498
sp|Q14498|RBM39_HUMAN,2FC9_A,36.111,14,5.05554,Q14498
sp|Q14498|RBM39_HUMAN,6EM3_OO,33.333,34,11.33322,Q14498
sp|Q14498|RBM39_HUMAN,6EM3_OO,20.87,34,7.0958,Q14498
sp|Q14498|RBM39_HUMAN,2FC8_A,33.721,24,8.09304,Q14498
sp|Q14498|RBM39_HUMAN,2FC8_A,34.0,24,8.16,Q14498
sp|Q14498|RBM39_HUMAN,2CPX_A,25.397,24,6.09528,Q14498
sp|Q14498|RBM39_HUMAN,2CQH_A,33.684,18,6.06312,Q14498
sp|Q14498|RBM39_HUMAN,2DNY_A,28.723,16,4.59568,Q14498
sp|Q14498|RBM39_HUMAN,5T9P_B,33.333,26,8.66658,Q14498
sp|Q14498|RBM39_HUMAN,5T9P_B,22.059,26,5.73534,Q14498
sp|Q14498|RBM39_HUMAN,2DGQ_A,34.921,22,7.68262,Q14498
sp|Q14498|RBM39_HUMAN,2DGQ_A,23.636,22,5.19992,Q14498
sp|Q14498|RBM39_HUMAN,2JWN_A,29.73,30,8.919,Q14498
sp|Q14498|RBM39_HUMAN,2JWN_A,29.07,30,8.721,Q14498
sp|Q14498|RBM39_HUMAN,4Y00_A,36.364,19,6.90916,Q14498
sp|Q14498|RBM39_HUMAN,4Y00_A,40.541,19,7.70279,Q14498
sp|Q14498|RBM39_HUMAN,4Y0F_A,36.364,19,6.90916,Q14498
sp|Q14498|RBM39_HUMAN,4Y0F_A,40.541,19,7.70279,Q14498
sp|Q14498|RBM39_HUMAN,1FHT_A,26.804,17,4.55668,Q14498
sp|Q14498|RBM39_HUMAN,2M70_A,30.0,15,4.5,Q14498
sp|Q14498|RBM39_HUMAN,2DNK_A,35.526,21,7.46046,Q14498
sp|Q14498|RBM39_HUMAN,2DNK_A,48.837,21,10.25577,Q14498
sp|Q14498|RBM39_HUMAN,1X4H_A,28.261,16,4.52176,Q14498
sp|Q14498|RBM39_HUMAN,3UCG_A,30.0,27,8.1,Q14498
sp|Q14498|RBM39_HUMAN,3UCG_A,33.846,27,9.13842,Q14498
sp|Q14498|RBM39_HUMAN,2CQG_A,35.616,20,7.1232,Q14498
sp|Q14498|RBM39_HUMAN,2CQG_A,37.5,20,7.5,Q14498
sp|Q14498|RBM39_HUMAN,3CW1_K,29.412,13,3.82356,Q14498
sp|Q14498|RBM39_HUMAN,3B4D_A,30.0,27,8.1,Q14498
sp|Q14498|RBM39_HUMAN,3B4D_A,33.846,27,9.13842,Q14498
sp|Q14498|RBM39_HUMAN,2DNG_A,32.0,27,8.64,Q14498
sp|Q14498|RBM39_HUMAN,2DNG_A,31.081,27,8.39187,Q14498
sp|Q14498|RBM39_HUMAN,6FQ1_A,25.414,34,8.64076,Q14498
sp|Q14498|RBM39_HUMAN,1OIA_A,27.381,15,4.10715,Q14498
sp|Q14498|RBM39_HUMAN,2DK2_A,32.258,12,3.87096,Q14498
sp|Q14498|RBM39_HUMAN,1X5O_A,30.769,12,3.69228,Q14498
sp|Q14498|RBM39_HUMAN,2CPJ_A,29.885,16,4.7816,Q14498
sp|Q14498|RBM39_HUMAN,4PKD_B,29.167,17,4.95839,Q14498
sp|Q14498|RBM39_HUMAN,4PKD_B,26.804,17,4.55668,Q14498
sp|Q14498|RBM39_HUMAN,1URN_A,27.381,15,4.10715,Q14498
sp|Q14498|RBM39_HUMAN,3L3C_A,27.381,15,4.10715,Q14498
sp|Q14498|RBM39_HUMAN,1U6B_A,27.381,15,4.10715,Q14498
sp|Q14498|RBM39_HUMAN,3BO2_A,27.381,15,4.10715,Q14498
sp|Q14498|RBM39_HUMAN,3K0J_A,27.381,15,4.10715,Q14498
sp|Q14498|RBM39_HUMAN,3IWN_C,27.381,15,4.10715,Q14498
sp|Q14498|RBM39_HUMAN,2NZ4_A,27.381,15,4.10715,Q14498
sp|Q14498|RBM39_HUMAN,4C4W_A,27.381,15,4.10715,Q14498
sp|Q14498|RBM39_HUMAN,3UE2_A,29.114,13,3.78482,Q14498
sp|Q14498|RBM39_HUMAN,1M5K_C,27.381,15,4.10715,Q14498
sp|Q14498|RBM39_HUMAN,1AUD_A,27.381,15,4.10715,Q14498
sp|Q14498|RBM39_HUMAN,5O2V_A,29.213,17,4.96621,Q14498
sp|Q14498|RBM39_HUMAN,2F3J_A,30.864,15,4.6296,Q14498
sp|Q14498|RBM39_HUMAN,5FJ4_A,27.381,15,4.10715,Q14498
sp|Q14498|RBM39_HUMAN,2MMY_A,28.409,27,7.67043,Q14498
sp|Q14498|RBM39_HUMAN,2MMY_A,26.087,27,7.04349,Q14498
sp|Q14498|RBM39_HUMAN,1X5P_A,35.938,12,4.31256,Q14498
sp|Q14498|RBM39_HUMAN,2DNP_A,31.25,15,4.6875,Q14498
sp|Q14498|RBM39_HUMAN,2DHG_A,34.146,15,5.1219,Q14498
sp|Q14498|RBM39_HUMAN,1A9N_B,25.287,16,4.04592,Q14498
sp|Q14498|RBM39_HUMAN,3PGW_S,29.412,13,3.82356,Q14498
sp|Q14498|RBM39_HUMAN,5IFN_A,31.169,15,4.67535,Q14498
sp|Q14498|RBM39_HUMAN,3SDE_A,26.207,26,6.81382,Q14498
sp|Q14498|RBM39_HUMAN,3H2U_B,33.766,15,5.0649,Q14498
sp|Q14498|RBM39_HUMAN,3ULH_A,32.468,15,4.8702,Q14498
sp|Q14498|RBM39_HUMAN,3SMZ_A,33.766,15,5.0649,Q14498
sp|Q14498|RBM39_HUMAN,5IFM_A,32.877,14,4.60278,Q14498
sp|Q14498|RBM39_HUMAN,3PGW_A,26.804,17,4.55668,Q14498
sp|Q14498|RBM39_HUMAN,3VF0_B,33.766,15,5.0649,Q14498
sp|Q14498|RBM39_HUMAN,3SDE_B,32.877,14,4.60278,Q14498
sp|Q14498|RBM39_HUMAN,4YB1_P,26.19,15,3.9285,Q14498
sp|Q14498|RBM39_HUMAN,2BZ2_A,35.938,12,4.31256,Q14498
sp|Q14498|RBM39_HUMAN,2DIT_A,31.169,14,4.36366,Q14498
sp|Q14498|RBM39_HUMAN,2YKA_A,30.864,15,4.6296,Q14498
sp|Q14498|RBM39_HUMAN,2KT5_A,30.864,15,4.6296,Q14498
sp|Q14498|RBM39_HUMAN,2CPE_A,27.66,16,4.4256,Q14498
sp|Q14498|RBM39_HUMAN,6ELD_A,31.646,15,4.7469,Q14498
sp|Q14498|RBM39_HUMAN,3DXB_A,30.952,14,4.33328,Q14498
sp|Q14498|RBM39_HUMAN,2DNH_A,37.5,12,4.5,Q14498
sp|Q14498|RBM39_HUMAN,2DNO_A,33.871,12,4.06452,Q14498
sp|Q14498|RBM39_HUMAN,2FHO_B,29.167,14,4.08338,Q14498
sp|Q14498|RBM39_HUMAN,6GML_X,35.938,12,4.31256,Q14498
sp|Q14498|RBM39_HUMAN,6NSX_A,31.169,14,4.36366,Q14498
sp|Q14498|RBM39_HUMAN,6N3D_A,31.169,14,4.36366,Q14498
sp|Q14498|RBM39_HUMAN,5MQF_X,25.287,16,4.04592,Q14498
sp|Q14498|RBM39_HUMAN,2DO0_A,31.707,15,4.75605,Q14498
sp|Q14498|RBM39_HUMAN,1O0P_A,28.125,17,4.78125,Q14498
sp|Q14498|RBM39_HUMAN,1OPI_A,28.125,17,4.78125,Q14498
sp|Q14498|RBM39_HUMAN,2M52_A,28.125,17,4.78125,Q14498
sp|Q14498|RBM39_HUMAN,3LQV_A,29.167,14,4.08338,Q14498
sp|Q14498|RBM39_HUMAN,2DIV_A,30.882,13,4.01466,Q14498
sp|Q14498|RBM39_HUMAN,2MZR_A,36.667,25,9.16675,Q14498
sp|Q14498|RBM39_HUMAN,2MZR_A,23.611,25,5.90275,Q14498
sp|Q14498|RBM39_HUMAN,2CPD_A,32.432,14,4.54048,Q14498
sp|Q14498|RBM39_HUMAN,1DRZ_A,26.19,15,3.9285,Q14498
sp|Q14498|RBM39_HUMAN,4PR6_A,26.19,15,3.9285,Q14498
sp|Q14498|RBM39_HUMAN,3CUL_A,26.19,15,3.9285,Q14498
sp|Q14498|RBM39_HUMAN,4W90_B,26.19,15,3.9285,Q14498
sp|Q14498|RBM39_HUMAN,5WPA_A,26.852,20,5.3704,Q14498
sp|Q14498|RBM39_HUMAN,5WPA_A,34.483,20,6.8966,Q14498
sp|Q14498|RBM39_HUMAN,4WIJ_A,26.852,20,5.3704,Q14498
sp|Q14498|RBM39_HUMAN,4WIJ_A,34.483,20,6.8966,Q14498
sp|Q14498|RBM39_HUMAN,4WII_A,26.852,20,5.3704,Q14498
sp|Q14498|RBM39_HUMAN,4WII_A,34.483,20,6.8966,Q14498
sp|Q14498|RBM39_HUMAN,6D0Y_A,29.167,14,4.08338,Q14498
sp|Q14498|RBM39_HUMAN,2CQI_A,26.263,19,4.98997,Q14498
sp|Q14498|RBM39_HUMAN,2F9D_A,29.167,14,4.08338,Q14498
sp|Q14498|RBM39_HUMAN,4WKR_A,32.258,22,7.09676,Q14498
sp|Q14498|RBM39_HUMAN,4WKR_A,29.091,22,6.40002,Q14498
sp|Q14498|RBM39_HUMAN,6F4G_B,28.788,12,3.45456,Q14498
sp|Q14498|RBM39_HUMAN,1H2T_Z,29.577,13,3.84501,Q14498
sp|Q14498|RBM39_HUMAN,5OO6_B,29.577,13,3.84501,Q14498
sp|Q14498|RBM39_HUMAN,2E44_A,31.429,13,4.08577,Q14498
sp|Q14498|RBM39_HUMAN,6CMN_A,30.769,14,4.30766,Q14498
sp|Q14498|RBM39_HUMAN,5LJ3_Y,28.889,30,8.6667,Q14498
sp|Q14498|RBM39_HUMAN,5LJ3_Y,32.895,30,9.8685,Q14498
sp|Q14498|RBM39_HUMAN,4FXW_A,28.0,18,5.04,Q14498
sp|Q14498|RBM39_HUMAN,1H6K_Z,29.577,13,3.84501,Q14498
sp|Q14498|RBM39_HUMAN,3V4M_A,27.083,17,4.60411,Q14498
sp|Q14498|RBM39_HUMAN,2K3K_A,28.788,12,3.45456,Q14498
sp|Q14498|RBM39_HUMAN,2CPH_A,29.032,12,3.48384,Q14498
sp|Q14498|RBM39_HUMAN,2DO4_A,31.579,11,3.47369,Q14498
sp|Q14498|RBM39_HUMAN,3NNH_A,27.536,22,6.05792,Q14498
sp|Q14498|RBM39_HUMAN,3NNH_A,33.962,22,7.47164,Q14498
sp|Q14498|RBM39_HUMAN,2RT3_A,31.667,11,3.48337,Q14498
sp|Q14498|RBM39_HUMAN,2LXI_A,32.653,9,2.93877,Q14498
sp|Q14498|RBM39_HUMAN,1FJ7_A,30.38,15,4.557,Q14498
sp|Q14498|RBM39_HUMAN,5CA5_A,29.63,15,4.4445,Q14498
sp|Q14498|RBM39_HUMAN,2MZS_A,27.143,13,3.52859,Q14498
sp|Q14498|RBM39_HUMAN,1WF1_A,26.966,16,4.31456,Q14498
sp|Q14498|RBM39_HUMAN,4P6Q_A,28.767,14,4.02738,Q14498
sp|Q14498|RBM39_HUMAN,6HIP_A,25.974,14,3.63636,Q14498
sp|Q14498|RBM39_HUMAN,2PE8_A,25.974,14,3.63636,Q14498
sp|Q14498|RBM39_HUMAN,5LSO_A,25.974,14,3.63636,Q14498
sp|Q14498|RBM39_HUMAN,2MZT_A,21.978,29,6.37362,Q14498
sp|Q14498|RBM39_HUMAN,2MZT_A,31.746,29,9.20634,Q14498
sp|Q14498|RBM39_HUMAN,5LSL_A,28.736,16,4.59776,Q14498
sp|Q14498|RBM39_HUMAN,3N9U_C,28.378,14,3.97292,Q14498
sp|Q14498|RBM39_HUMAN,5OBN_A,37.037,14,5.18518,Q14498
sp|Q14498|RBM39_HUMAN,2F9J_A,27.778,14,3.88892,Q14498
sp|Q14498|RBM39_HUMAN,4WIK_A,34.483,11,3.79313,Q14498
sp|Q14498|RBM39_HUMAN,3EGN_A,37.037,14,5.18518,Q14498
sp|Q14498|RBM39_HUMAN,5MQF_S,41.0,17,6.97,Q14498
sp|Q14498|RBM39_HUMAN,2YTC_A,34.247,14,4.79458,Q14498
sp|Q14498|RBM39_HUMAN,5MQF_P,34.247,14,4.79458,Q14498
sp|Q14498|RBM39_HUMAN,1WHY_A,32.051,15,4.80765,Q14498
sp|Q14498|RBM39_HUMAN,2N3L_A,24.658,14,3.45212,Q14498
sp|Q14498|RBM39_HUMAN,3NS5_A,25.0,11,2.75,Q14498
sp|Q14498|RBM39_HUMAN,3NS6_A,25.0,11,2.75,Q14498
sp|Q14498|RBM39_HUMAN,4YH8_A,28.358,12,3.40296,Q14498
sp|Q14498|RBM39_HUMAN,1X4A_A,32.653,24,7.83672,Q14498
sp|Q14498|RBM39_HUMAN,1X4A_A,28.571,24,6.85704,Q14498
sp|Q14498|RBM39_HUMAN,2MZQ_A,20.879,17,3.54943,Q14498
sp|Q14498|RBM39_HUMAN,6CGL_A,21.765,28,6.0942,Q14498
sp|Q14498|RBM39_HUMAN,1WF0_A,30.645,12,3.6774,Q14498
sp|Q14498|RBM39_HUMAN,6EZ7_A,23.75,15,3.5625,Q14498
sp|Q14498|RBM39_HUMAN,6ASO_A,28.736,16,4.59776,Q14498
sp|Q14498|RBM39_HUMAN,5VSU_A,28.736,16,4.59776,Q14498
sp|Q14498|RBM39_HUMAN,2HVZ_A,24.324,14,3.40536,Q14498
sp|Q14498|RBM39_HUMAN,4UER_BB,27.083,9,2.43747,Q14498
sp|Q14498|RBM39_HUMAN,1QM9_A,22.222,12,2.66664,Q14498
sp|Q14498|RBM39_HUMAN,4N0T_A,28.736,16,4.59776,Q14498
sp|Q14498|RBM39_HUMAN,2ADC_A,22.222,12,2.66664,Q14498
sp|Q14498|RBM39_HUMAN,2I2Y_A,27.397,14,3.83558,Q14498
sp|Q14498|RBM39_HUMAN,3P5T_L,27.143,13,3.52859,Q14498
sp|Q14498|RBM39_HUMAN,1JMT_A,31.731,16,5.07696,Q14498
sp|Q14498|RBM39_HUMAN,2DGW_A,30.769,12,3.69228,Q14498
sp|Q14498|RBM39_HUMAN,2HZC_A,23.529,14,3.29406,Q14498
sp|Q14498|RBM39_HUMAN,1U2F_A,23.077,14,3.23078,Q14498
sp|Q14498|RBM39_HUMAN,2I38_A,27.397,14,3.83558,Q14498
sp|Q14498|RBM39_HUMAN,3Q2S_C,26.389,13,0.26389,Q14498
sp|Q14966|ZN638_HUMAN,1X4F_A,28.916,11,3.18076,Q14966
sp|Q14966|ZN638_HUMAN,1X4F_A,33.333,11,3.66663,Q14966
sp|Q14966|ZN638_HUMAN,1X4F_A,27.536,11,3.02896,Q14966
sp|Q14966|ZN638_HUMAN,2N3O_A,32.857,9,2.95713,Q14966
sp|Q14966|ZN638_HUMAN,2N3O_A,34.483,9,3.10347,Q14966
sp|Q14966|ZN638_HUMAN,2N3O_A,30.909,9,2.78181,Q14966
sp|Q14966|ZN638_HUMAN,2AD9_A,32.857,9,2.95713,Q14966
sp|Q14966|ZN638_HUMAN,2AD9_A,34.483,9,3.10347,Q14966
sp|Q14966|ZN638_HUMAN,2AD9_A,30.909,9,2.78181,Q14966
sp|Q14966|ZN638_HUMAN,1SJQ_A,32.857,9,2.95713,Q14966
sp|Q14966|ZN638_HUMAN,1SJQ_A,34.483,9,3.10347,Q14966
sp|Q14966|ZN638_HUMAN,1SJQ_A,30.909,9,2.78181,Q14966
sp|Q14966|ZN638_HUMAN,2CQ1_A,40.984,6,2.45904,Q14966
sp|Q14966|ZN638_HUMAN,2CQ1_A,31.148,6,1.86888,Q14966
sp|Q14966|ZN638_HUMAN,1X4D_A,35.593,6,2.13558,Q14966
sp|Q14966|ZN638_HUMAN,1X4D_A,29.231,6,1.75386,Q14966
sp|Q14966|ZN638_HUMAN,2CPJ_A,29.487,4,1.17948,Q14966
sp|Q14966|ZN638_HUMAN,5IFM_A,29.487,4,1.17948,Q14966
sp|Q14966|ZN638_HUMAN,3SDE_B,29.487,4,1.17948,Q14966
sp|Q14966|ZN638_HUMAN,1X4G_A,28.788,3,0.86364,Q14966
sp|Q14966|ZN638_HUMAN,2RT3_A,28.986,3,0.86958,Q14966
sp|Q14966|ZN638_HUMAN,2MQL_A,26.786,3,0.80358,Q14966
sp|Q14966|ZN638_HUMAN,2DNO_A,47.619,1,0.47619,Q14966
sp|Q14966|ZN638_HUMAN,3R27_A,34.286,2,0.68572,Q14966
sp|Q14966|ZN638_HUMAN,2MJN_A,30.769,3,0.92307,Q14966
sp|Q14966|ZN638_HUMAN,1WEX_A,22.222,3,0.66666,Q14966
sp|Q14966|ZN638_HUMAN,2DNQ_A,34.043,2,0.68086,Q14966
sp|Q14966|ZN638_HUMAN,3RC3_A,23.333,6,1.39998,Q14966
sp|Q14966|ZN638_HUMAN,2DNH_A,47.619,1,0.47619,Q14966
sp|Q14966|ZN638_HUMAN,3RC8_A,23.333,6,0.23333,Q14966
sp|Q15020|SART3_HUMAN,5CTQ_A,100.0,54,54.0,Q15020
sp|Q15020|SART3_HUMAN,5JPZ_A,100.0,50,50.0,Q15020
sp|Q15020|SART3_HUMAN,5CTR_A,99.701,35,34.89535,Q15020
sp|Q15020|SART3_HUMAN,5JJX_A,100.0,33,33.0,Q15020
sp|Q15020|SART3_HUMAN,5JJW_A,97.659,31,30.27429,Q15020
sp|Q15020|SART3_HUMAN,2DO4_A,100.0,9,9.0,Q15020
sp|Q15020|SART3_HUMAN,5CTT_B,100.0,5,5.0,Q15020
sp|Q15020|SART3_HUMAN,3NNC_A,28.743,17,4.88631,Q15020
sp|Q15020|SART3_HUMAN,2DHS_A,28.743,17,4.88631,Q15020
sp|Q15020|SART3_HUMAN,5EV1_A,25.0,18,4.5,Q15020
sp|Q15020|SART3_HUMAN,2YH1_A,25.806,17,4.38702,Q15020
sp|Q15020|SART3_HUMAN,3NMR_A,28.659,16,4.58544,Q15020
sp|Q15020|SART3_HUMAN,2FY1_A,27.723,10,2.7723,Q15020
sp|Q15020|SART3_HUMAN,4TU7_A,24.859,17,4.22603,Q15020
sp|Q15020|SART3_HUMAN,2G4B_A,24.859,17,4.22603,Q15020
sp|Q15020|SART3_HUMAN,3VAF_A,24.859,17,4.22603,Q15020
sp|Q15020|SART3_HUMAN,1P1T_A,31.944,15,4.7916,Q15020
sp|Q15020|SART3_HUMAN,1P1T_A,30.667,15,4.60005,Q15020
sp|Q15020|SART3_HUMAN,4EGL_A,27.329,18,4.91922,Q15020
sp|Q15020|SART3_HUMAN,4EGL_A,26.25,18,4.725,Q15020
sp|Q15020|SART3_HUMAN,4ED5_A,27.329,18,4.91922,Q15020
sp|Q15020|SART3_HUMAN,4ED5_A,26.25,18,4.725,Q15020
sp|Q15020|SART3_HUMAN,2GO9_A,23.464,18,4.22352,Q15020
sp|Q15020|SART3_HUMAN,4QQB_A,22.826,19,4.33694,Q15020
sp|Q15020|SART3_HUMAN,1B7F_A,23.295,18,4.1931,Q15020
sp|Q15020|SART3_HUMAN,5W0H_A,33.784,8,2.70272,Q15020
sp|Q15020|SART3_HUMAN,2U2F_A,33.784,8,2.70272,Q15020
sp|Q15020|SART3_HUMAN,6EXN_S,30.534,13,3.96942,Q15020
sp|Q15020|SART3_HUMAN,5LJ3_S,30.534,13,3.96942,Q15020
sp|Q15020|SART3_HUMAN,5TBX_A,28.947,8,2.31576,Q15020
sp|Q15020|SART3_HUMAN,5LJ5_S,30.534,13,3.96942,Q15020
sp|Q15020|SART3_HUMAN,1X5S_A,28.947,8,2.31576,Q15020
sp|Q15020|SART3_HUMAN,5GMK_DD,30.534,13,3.96942,Q15020
sp|Q15020|SART3_HUMAN,2KI2_A,31.646,16,5.06336,Q15020
sp|Q15020|SART3_HUMAN,2KI2_A,25.676,16,4.10816,Q15020
sp|Q15020|SART3_HUMAN,3SXL_A,21.538,20,4.3076,Q15020
sp|Q15020|SART3_HUMAN,6R5K_D,22.843,19,4.34017,Q15020
sp|Q15020|SART3_HUMAN,6R5K_D,25.0,19,4.75,Q15020
sp|Q15020|SART3_HUMAN,2LXU_A,32.895,8,2.6316,Q15020
sp|Q15020|SART3_HUMAN,1FXL_A,22.5,18,4.05,Q15020
sp|Q15020|SART3_HUMAN,1FXL_A,24.706,18,4.44708,Q15020
sp|Q15020|SART3_HUMAN,5WSG_DD,30.534,13,3.96942,Q15020
sp|Q15020|SART3_HUMAN,2M70_A,31.373,15,4.70595,Q15020
sp|Q15020|SART3_HUMAN,2M70_A,27.103,15,4.06545,Q15020
sp|Q15020|SART3_HUMAN,5VSU_A,22.951,19,4.36069,Q15020
sp|Q15020|SART3_HUMAN,2KRR_A,26.519,18,4.77342,Q15020
sp|Q15020|SART3_HUMAN,4N0T_A,23.596,18,4.24728,Q15020
sp|Q15020|SART3_HUMAN,6ASO_A,23.596,18,4.24728,Q15020
sp|Q15020|SART3_HUMAN,1CVJ_A,25.641,18,4.61538,Q15020
sp|Q15020|SART3_HUMAN,1CVJ_A,26.667,18,4.80006,Q15020
sp|Q15020|SART3_HUMAN,4F02_A,24.684,18,4.44312,Q15020
sp|Q15020|SART3_HUMAN,4F02_A,26.667,18,4.80006,Q15020
sp|Q15020|SART3_HUMAN,2GHP_A,22.951,19,4.36069,Q15020
sp|Q15020|SART3_HUMAN,2MB0_B,30.0,8,2.4,Q15020
sp|Q15020|SART3_HUMAN,2MKS_A,30.0,8,2.4,Q15020
sp|Q15020|SART3_HUMAN,3CW1_K,29.73,15,4.4595,Q15020
sp|Q15020|SART3_HUMAN,3CW1_K,34.211,15,5.13165,Q15020
sp|Q15020|SART3_HUMAN,1FJE_B,27.711,17,4.71087,Q15020
sp|Q15020|SART3_HUMAN,1FJE_B,30.556,17,5.19452,Q15020
sp|Q15020|SART3_HUMAN,2MGZ_A,31.683,10,3.1683,Q15020
sp|Q15020|SART3_HUMAN,1FNX_H,21.466,19,4.07854,Q15020
sp|Q15020|SART3_HUMAN,1FNX_H,23.529,19,4.47051,Q15020
sp|Q15020|SART3_HUMAN,6DHS_A,32.895,15,4.93425,Q15020
sp|Q15020|SART3_HUMAN,6DHS_A,27.068,15,4.0602,Q15020
sp|Q15020|SART3_HUMAN,1D8Z_A,23.529,9,2.11761,Q15020
sp|Q15020|SART3_HUMAN,4PKD_B,32.308,15,4.8462,Q15020
sp|Q15020|SART3_HUMAN,4PKD_B,34.667,15,5.20005,Q15020
sp|Q15020|SART3_HUMAN,4PKD_B,29.487,15,4.42305,Q15020
sp|Q15020|SART3_HUMAN,4PKD_B,24.675,15,3.70125,Q15020
sp|Q15020|SART3_HUMAN,2DGS_A,30.508,6,1.83048,Q15020
sp|Q15020|SART3_HUMAN,2ERR_A,32.222,17,5.47774,Q15020
sp|Q15020|SART3_HUMAN,2ERR_A,26.667,17,4.53339,Q15020
sp|Q15020|SART3_HUMAN,2N82_B,32.222,18,5.79996,Q15020
sp|Q15020|SART3_HUMAN,2N82_B,25.0,18,4.5,Q15020
sp|Q15020|SART3_HUMAN,2CQ3_A,33.333,16,5.33328,Q15020
sp|Q15020|SART3_HUMAN,2CQ3_A,27.778,16,4.44448,Q15020
sp|Q15020|SART3_HUMAN,2KM8_B,22.368,14,3.13152,Q15020
sp|Q15020|SART3_HUMAN,2KM8_B,25.806,14,3.61284,Q15020
sp|Q15020|SART3_HUMAN,2X1A_A,22.368,14,3.13152,Q15020
sp|Q15020|SART3_HUMAN,2X1A_A,25.806,14,3.61284,Q15020
sp|Q15020|SART3_HUMAN,2OOE_A,23.786,27,6.42222,Q15020
sp|Q15020|SART3_HUMAN,2OOE_A,21.429,27,5.78583,Q15020
sp|Q15020|SART3_HUMAN,3HI9_A,26.25,8,2.1,Q15020
sp|Q15020|SART3_HUMAN,4ZKA_A,32.222,18,5.79996,Q15020
sp|Q15020|SART3_HUMAN,4ZKA_A,25.0,18,4.5,Q15020
sp|Q15020|SART3_HUMAN,5UZ5_E,20.925,39,8.16075,Q15020
sp|Q15020|SART3_HUMAN,3LQV_A,28.431,11,3.12741,Q15020
sp|Q15020|SART3_HUMAN,2X1F_A,22.368,14,3.13152,Q15020
sp|Q15020|SART3_HUMAN,2X1F_A,25.806,14,3.61284,Q15020
sp|Q15020|SART3_HUMAN,3PGW_S,29.73,15,4.4595,Q15020
sp|Q15020|SART3_HUMAN,3PGW_S,34.667,15,5.20005,Q15020
sp|Q15020|SART3_HUMAN,6FF4_1,29.87,16,4.7792,Q15020
sp|Q15020|SART3_HUMAN,6FF4_1,27.711,16,4.43376,Q15020
sp|Q15020|SART3_HUMAN,1X5O_A,27.059,9,2.43531,Q15020
sp|Q15020|SART3_HUMAN,4A8X_A,32.955,9,2.96595,Q15020
sp|Q15020|SART3_HUMAN,5SZW_A,26.25,8,2.1,Q15020
sp|Q15020|SART3_HUMAN,2MZT_A,32.308,7,2.26156,Q15020
sp|Q15020|SART3_HUMAN,4FXV_A,27.273,8,2.18184,Q15020
sp|Q15020|SART3_HUMAN,2SXL_A,25.974,8,2.07792,Q15020
sp|Q15020|SART3_HUMAN,2HVZ_A,28.571,9,2.57139,Q15020
sp|Q15020|SART3_HUMAN,2OND_A,23.786,17,4.04362,Q15020
sp|Q15020|SART3_HUMAN,2CPF_A,33.333,8,2.66664,Q15020
sp|Q15020|SART3_HUMAN,1WHW_A,24.719,9,2.22471,Q15020
sp|Q15020|SART3_HUMAN,2MZQ_A,31.667,6,1.90002,Q15020
sp|Q15020|SART3_HUMAN,2JVO_A,24.444,17,4.15548,Q15020
sp|Q15020|SART3_HUMAN,2JVO_A,28.169,17,4.78873,Q15020
sp|Q15020|SART3_HUMAN,1SXL_A,23.077,9,2.07693,Q15020
sp|Q15020|SART3_HUMAN,2DGU_A,27.184,11,2.99024,Q15020
sp|Q15020|SART3_HUMAN,2CJK_A,27.083,20,5.4166,Q15020
sp|Q15020|SART3_HUMAN,2CJK_A,20.652,20,4.1304,Q15020
sp|Q15020|SART3_HUMAN,1P27_B,28.736,19,5.45984,Q15020
sp|Q15020|SART3_HUMAN,1P27_B,25.743,19,4.89117,Q15020
sp|Q15020|SART3_HUMAN,2JWN_A,29.524,18,5.31432,Q15020
sp|Q15020|SART3_HUMAN,2JWN_A,24.675,18,4.4415,Q15020
sp|Q15020|SART3_HUMAN,2XB2_D,28.736,17,4.88512,Q15020
sp|Q15020|SART3_HUMAN,2XB2_D,27.711,17,4.71087,Q15020
sp|Q15020|SART3_HUMAN,2I2Y_A,30.0,8,2.4,Q15020
sp|Q15020|SART3_HUMAN,1X4A_A,29.032,6,1.74192,Q15020
sp|Q15020|SART3_HUMAN,2I38_A,30.0,8,2.4,Q15020
sp|Q15020|SART3_HUMAN,3H2U_B,24.324,18,4.37832,Q15020
sp|Q15020|SART3_HUMAN,3H2U_B,27.778,18,5.00004,Q15020
sp|Q15020|SART3_HUMAN,3SMZ_A,24.324,18,4.37832,Q15020
sp|Q15020|SART3_HUMAN,3SMZ_A,27.778,18,5.00004,Q15020
sp|Q15020|SART3_HUMAN,3VF0_B,24.324,18,4.37832,Q15020
sp|Q15020|SART3_HUMAN,3VF0_B,27.778,18,5.00004,Q15020
sp|Q15020|SART3_HUMAN,1OO0_B,32.051,8,2.56408,Q15020
sp|Q15020|SART3_HUMAN,6G70_A,28.846,5,1.4423,Q15020
sp|Q15020|SART3_HUMAN,2J0S_D,29.487,16,4.71792,Q15020
sp|Q15020|SART3_HUMAN,2J0S_D,27.711,16,4.43376,Q15020
